,yyyy,periodQ,PerStatus,PerNo,Work Overtime,Business Trip A,Business Trip B,Number of leave A,Number of leave B
4216,2014,2014Q1,0,1443,0,0,0,2,0
4217,2014,2014Q2,0,1443,0,0,0,3,0
4218,2014,2014Q3,0,1443,0,0,0,3,0
4219,2014,2014Q4,0,1443,2,1,0,3,0
4220,2014,2014Q4,0,5917,0,0,0,1,0
4221,2014,2014Q4,0,1417,0,1,0,6,0
4222,2014,2014Q4,0,1422,0,1,0,3,0
4223,2014,2014Q1,0,5920,0,0,0,3,0
4224,2014,2014Q3,0,1432,1,1,0,2,0
4225,2014,2014Q2,0,5917,0,0,0,2,0
4226,2014,2014Q3,0,5928,0,0,0,4,0
4227,2014,2014Q1,0,5916,7,2,0,2,0
4228,2014,2014Q1,0,1445,3,2,0,2,0
4229,2014,2014Q2,0,1445,4,4,2,1,0
4230,2014,2014Q4,1,1442,2,1,0,2,0
4231,2014,2014Q2,0,5926,0,1,0,2,0
4232,2014,2014Q3,0,5926,0,1,0,2,0
4233,2014,2014Q4,0,5926,0,3,0,4,0
4234,2014,2014Q3,0,5937,0,1,1,3,0
4235,2014,2014Q2,0,5937,0,2,0,3,0
4236,2014,2014Q1,0,5917,0,0,0,2,0
4237,2014,2014Q1,0,5937,0,2,2,1,0
4238,2014,2014Q2,0,1433,0,3,0,1,0
4239,2014,2014Q3,0,1433,0,3,0,1,0
4240,2014,2014Q4,0,1433,0,2,0,5,0
4241,2014,2014Q4,0,5936,0,4,0,4,0
4242,2014,2014Q3,0,5936,0,3,0,2,0
4243,2014,2014Q2,0,5936,1,5,0,1,0
4244,2014,2014Q1,0,5936,0,2,2,1,0
4245,2014,2014Q1,0,1435,0,2,0,5,0
4246,2014,2014Q2,0,1435,0,3,0,1,0
4247,2014,2014Q3,0,1435,0,1,0,2,0
4248,2014,2014Q4,0,1435,2,2,0,3,0
4249,2014,2014Q1,0,1433,0,3,0,1,0
4250,2014,2014Q2,0,5916,12,1,0,1,0
4251,2014,2014Q3,0,5916,14,1,0,2,0
4252,2014,2014Q4,0,5933,0,3,2,4,0
4253,2014,2014Q3,0,5933,0,2,3,2,0
4254,2014,2014Q4,0,5928,0,0,0,7,0
4255,2014,2014Q1,0,5931,0,1,0,2,0
4256,2014,2014Q2,0,5931,0,1,0,3,0
4257,2014,2014Q4,0,1432,2,2,2,0,0
4258,2014,2014Q3,0,5931,0,2,1,4,0
4259,2014,2014Q4,0,1437,0,0,0,7,0
4260,2014,2014Q3,0,1437,0,1,0,1,0
4261,2014,2014Q2,0,1437,0,0,0,1,0
4262,2014,2014Q1,0,1437,0,0,0,1,0
4263,2014,2014Q1,0,5933,0,1,0,3,0
4264,2014,2014Q2,0,5933,0,2,2,1,0
4265,2014,2014Q4,0,5916,13,0,0,5,0
4266,2014,2014Q4,0,5931,0,2,0,1,0
4267,2014,2014Q3,0,1417,1,1,0,1,0
4268,2014,2014Q1,0,1417,1,0,0,2,0
4269,2014,2014Q3,0,6017,0,1,0,4,0
4270,2014,2014Q2,0,6017,0,1,0,5,0
4271,2014,2014Q1,0,6017,0,0,0,3,0
4272,2014,2014Q1,0,1389,0,1,0,2,0
4273,2014,2014Q2,0,1389,0,1,0,2,1
4274,2014,2014Q3,0,1389,0,0,0,1,7
4275,2014,2014Q4,1,1389,0,0,0,2,9
4276,2014,2014Q2,0,5928,1,0,0,0,0
4277,2014,2014Q1,0,5928,3,1,0,3,0
4278,2014,2014Q4,0,6029,2,1,0,1,0
4279,2014,2014Q4,0,6034,0,1,0,3,0
4280,2014,2014Q4,0,6016,0,1,0,1,0
4281,2014,2014Q2,0,6034,0,2,0,1,0
4282,2014,2014Q2,0,6015,0,0,0,3,0
4283,2014,2014Q4,0,6017,0,0,0,2,0
4284,2014,2014Q1,0,6015,0,0,0,3,0
4285,2014,2014Q3,0,6012,1,4,0,3,0
4286,2014,2014Q2,0,6012,2,4,3,1,0
4287,2014,2014Q1,0,6012,0,5,0,2,0
4288,2014,2014Q4,0,6009,0,2,0,2,0
4289,2014,2014Q3,0,6009,0,1,2,2,0
4290,2014,2014Q2,0,6009,0,1,0,3,0
4291,2014,2014Q3,0,6022,0,0,0,4,0
4292,2014,2014Q1,0,6009,0,2,0,2,0
4293,2014,2014Q3,0,6007,0,1,0,2,0
4294,2014,2014Q2,0,6007,0,1,0,4,0
4295,2014,2014Q1,0,6007,0,1,0,3,0
4296,2014,2014Q1,0,1401,1,3,0,2,0
4297,2014,2014Q2,0,1401,1,5,0,2,0
4298,2014,2014Q3,0,1401,1,7,0,0,0
4299,2014,2014Q4,0,6012,0,6,1,3,0
4300,2014,2014Q4,0,1387,0,1,0,7,0
4301,2014,2014Q3,0,1387,0,1,0,1,0
4302,2014,2014Q2,0,1387,0,0,0,0,0
4303,2014,2014Q2,0,6029,0,0,0,2,0
4304,2014,2014Q4,0,6007,0,1,0,3,0
4305,2014,2014Q3,0,6015,0,0,0,2,0
4306,2014,2014Q4,1,6015,0,0,0,1,5
4307,2014,2014Q1,0,6029,2,0,0,3,0
4308,2014,2014Q1,0,1381,0,2,0,2,0
4309,2014,2014Q4,0,6026,0,4,2,2,0
4310,2014,2014Q3,0,6026,0,3,0,2,0
4311,2014,2014Q2,0,6026,0,4,0,3,0
4312,2014,2014Q1,0,6026,0,4,0,2,0
4313,2014,2014Q1,0,1383,0,5,1,3,0
4314,2014,2014Q2,0,1383,0,4,4,0,0
4315,2014,2014Q3,0,1383,0,6,1,3,0
4316,2014,2014Q4,0,1383,0,5,3,3,0
4317,2014,2014Q4,0,6024,0,1,2,4,0
4318,2014,2014Q3,0,6024,0,1,0,8,0
4319,2014,2014Q2,0,6024,3,2,1,0,0
4320,2014,2014Q1,0,6016,0,1,0,4,0
4321,2014,2014Q1,0,1387,0,1,0,1,0
4322,2014,2014Q2,0,6020,0,0,0,4,0
4323,2014,2014Q3,0,6020,0,0,0,1,0
4324,2014,2014Q4,0,6020,0,0,0,4,0
4325,2014,2014Q1,0,6021,1,0,0,0,0
4326,2014,2014Q4,0,1401,2,7,0,0,0
4327,2014,2014Q2,0,6021,4,0,0,0,0
4328,2014,2014Q4,0,6021,4,0,0,8,0
4329,2014,2014Q1,0,6022,0,0,0,0,0
4330,2014,2014Q2,0,6022,0,0,0,0,0
4331,2014,2014Q3,0,1381,0,2,0,2,0
4332,2014,2014Q2,0,1381,0,2,0,8,0
4333,2014,2014Q1,0,6020,0,0,0,2,0
4334,2014,2014Q2,0,6016,0,1,0,5,0
4335,2014,2014Q4,0,6022,0,1,0,2,0
4336,2014,2014Q1,0,5980,0,2,0,2,0
4337,2014,2014Q2,0,6006,0,0,0,1,0
4338,2014,2014Q2,0,5988,0,1,0,2,0
4339,2014,2014Q1,0,5988,0,0,0,2,0
4340,2014,2014Q4,0,5987,2,1,0,1,0
4341,2014,2014Q3,0,5987,3,1,0,3,0
4342,2014,2014Q2,0,5987,1,1,0,0,0
4343,2014,2014Q1,0,5987,7,5,0,2,0
4344,2014,2014Q4,0,5986,1,1,0,2,0
4345,2014,2014Q3,0,5986,0,0,1,1,0
4346,2014,2014Q1,0,6024,15,7,0,2,0
4347,2014,2014Q2,0,5986,0,1,0,4,0
4348,2014,2014Q4,1,5983,2,3,0,0,1
4349,2014,2014Q3,0,5983,6,2,0,1,0
4350,2014,2014Q2,0,5983,4,2,0,3,0
4351,2014,2014Q1,0,5983,1,2,0,7,0
4352,2014,2014Q3,0,5988,0,1,0,1,0
4353,2014,2014Q4,0,5981,2,1,0,2,0
4354,2014,2014Q2,0,5981,2,1,0,1,0
4355,2014,2014Q1,0,5981,2,1,0,4,0
4356,2014,2014Q1,0,1414,3,4,0,1,0
4357,2014,2014Q2,0,1414,2,3,0,0,0
4358,2014,2014Q3,0,1414,1,3,0,5,0
4359,2014,2014Q1,0,5986,0,0,0,3,0
4360,2014,2014Q4,0,6006,4,1,0,1,0
4361,2014,2014Q2,0,1417,1,1,0,1,0
4362,2014,2014Q4,0,1414,6,4,0,1,0
4363,2014,2014Q4,0,5980,0,1,0,3,0
4364,2014,2014Q4,0,5978,2,1,0,6,0
4365,2014,2014Q3,0,5978,2,2,0,2,0
4366,2014,2014Q2,0,5978,7,1,0,0,0
4367,2014,2014Q1,0,5978,2,1,0,1,0
4368,2014,2014Q3,0,5981,1,1,0,3,0
4369,2014,2014Q4,0,5988,0,0,0,4,0
4370,2014,2014Q1,0,5992,2,0,0,2,0
4371,2014,2014Q2,0,5992,6,0,0,3,0
4372,2014,2014Q1,0,6006,9,0,0,2,0
4373,2014,2014Q4,0,6002,6,3,0,5,0
4374,2014,2014Q3,0,6002,2,4,0,0,0
4375,2014,2014Q3,0,6021,5,0,0,1,0
4376,2014,2014Q2,0,6002,3,5,0,1,0
4377,2014,2014Q1,0,1402,1,1,0,2,0
4378,2014,2014Q2,0,1402,0,0,0,2,0
4379,2014,2014Q3,0,1402,1,1,0,2,0
4380,2014,2014Q4,0,1402,0,0,0,4,0
4381,2014,2014Q1,0,1403,0,1,0,1,0
4382,2014,2014Q2,0,1403,0,1,0,2,0
4383,2014,2014Q3,0,1403,0,1,0,1,0
4384,2014,2014Q4,0,1403,0,1,0,4,0
4385,2014,2014Q4,0,6000,1,1,0,3,0
4386,2014,2014Q2,0,5980,0,2,0,2,0
4387,2014,2014Q3,0,5980,0,1,0,3,0
4388,2014,2014Q1,0,6002,2,3,0,3,0
4389,2014,2014Q2,0,6000,3,0,0,4,0
4390,2014,2014Q3,0,1371,0,1,0,4,0
4391,2014,2014Q3,0,5992,4,0,0,2,0
4392,2014,2014Q4,0,1409,0,0,0,3,0
4393,2014,2014Q3,0,1409,0,0,0,4,0
4394,2014,2014Q2,0,1409,0,0,0,2,0
4395,2014,2014Q4,0,3449,0,1,0,3,0
4396,2014,2014Q1,0,1409,0,0,0,1,0
4397,2014,2014Q3,0,6006,4,0,0,4,0
4398,2014,2014Q4,0,1408,0,9,0,4,0
4399,2014,2014Q2,0,1408,0,9,0,1,0
4400,2014,2014Q1,0,1408,0,8,0,2,0
4401,2014,2014Q1,0,5997,0,1,0,2,0
4402,2014,2014Q4,0,3500,5,4,0,3,0
4403,2014,2014Q2,0,5997,1,2,0,2,0
4404,2014,2014Q4,0,5997,2,3,0,1,0
4405,2014,2014Q3,0,1408,0,9,0,3,0
4406,2014,2014Q3,0,4756,0,3,0,1,0
4407,2014,2014Q2,0,4756,0,1,0,4,0
4408,2014,2014Q1,0,4756,1,2,0,0,0
4409,2014,2014Q4,0,3498,0,1,0,3,0
4410,2014,2014Q3,0,3498,0,2,0,1,0
4411,2014,2014Q2,0,3498,0,2,0,2,0
4412,2014,2014Q1,0,3498,0,1,0,4,0
4413,2014,2014Q4,0,3495,0,1,0,4,0
4414,2014,2014Q1,0,2596,0,1,1,1,0
4415,2014,2014Q4,0,5992,3,0,0,3,0
4416,2014,2014Q3,0,5997,0,2,0,3,0
4417,2014,2014Q2,0,2596,1,2,0,2,0
4418,2014,2014Q4,0,2596,0,1,0,4,0
4419,2014,2014Q1,0,3495,1,0,0,1,0
4420,2014,2014Q4,1,3493,3,0,0,3,0
4421,2014,2014Q3,0,3493,0,0,0,0,0
4422,2014,2014Q1,0,3500,0,1,0,1,0
4423,2014,2014Q2,0,3493,0,1,0,1,0
4424,2014,2014Q4,0,3492,1,1,0,5,0
4425,2014,2014Q3,0,3492,0,0,0,0,0
4426,2014,2014Q2,0,3492,0,1,0,2,0
4427,2014,2014Q1,0,3492,0,1,0,2,0
4428,2014,2014Q4,0,3491,0,1,0,3,0
4429,2014,2014Q3,0,3491,0,1,0,2,0
4430,2014,2014Q2,0,3491,0,1,0,2,0
4431,2014,2014Q1,0,3491,0,1,0,2,0
4432,2014,2014Q4,0,3489,0,0,0,1,0
4433,2014,2014Q1,0,2601,0,2,0,1,0
4434,2014,2014Q2,0,2601,0,3,0,2,0
4435,2014,2014Q3,0,2601,0,3,0,2,0
4436,2014,2014Q4,0,2601,0,3,1,4,0
4437,2014,2014Q3,0,3489,0,0,0,3,0
4438,2014,2014Q1,0,3493,0,0,0,5,0
4439,2014,2014Q2,0,3489,0,0,0,4,0
4440,2014,2014Q2,0,3500,6,4,0,0,0
4441,2014,2014Q3,0,3495,0,0,0,4,0
4442,2014,2014Q3,0,2596,5,1,0,4,0
4443,2014,2014Q2,0,3465,0,2,0,3,0
4444,2014,2014Q2,0,3514,0,0,0,1,0
4445,2014,2014Q1,0,2591,0,2,0,2,0
4446,2014,2014Q3,0,2591,0,4,2,3,0
4447,2014,2014Q4,0,2591,0,5,0,4,0
4448,2014,2014Q4,0,3511,0,0,0,4,0
4449,2014,2014Q3,0,3511,0,0,0,1,0
4450,2014,2014Q2,0,3511,0,0,0,4,0
4451,2014,2014Q1,0,3511,0,0,0,0,0
4452,2014,2014Q4,1,3508,0,0,0,1,0
4453,2014,2014Q3,0,3508,0,0,0,3,0
4454,2014,2014Q2,0,3508,0,0,0,2,0
4455,2014,2014Q1,0,3508,0,0,0,1,0
4456,2014,2014Q1,0,3514,0,1,0,5,0
4457,2014,2014Q3,0,3500,0,3,0,1,0
4458,2014,2014Q3,0,2592,0,1,0,1,0
4459,2014,2014Q4,0,2592,0,1,0,3,0
4460,2014,2014Q4,0,3503,1,1,0,5,0
4461,2014,2014Q3,0,3503,1,1,0,2,0
4462,2014,2014Q2,0,3503,2,1,0,3,0
4463,2014,2014Q1,0,3503,2,1,0,1,0
4464,2014,2014Q4,0,3501,0,1,0,3,0
4465,2014,2014Q1,0,2594,0,3,0,2,0
4466,2014,2014Q2,0,2594,2,5,0,1,0
4467,2014,2014Q3,0,2594,2,4,0,4,0
4468,2014,2014Q4,0,2594,5,3,0,1,0
4469,2014,2014Q2,0,2591,0,4,2,2,0
4470,2014,2014Q3,0,3501,0,1,0,5,0
4471,2014,2014Q2,0,3501,0,1,0,2,0
4472,2014,2014Q1,0,3501,0,1,0,2,0
4473,2014,2014Q1,0,3489,0,0,0,3,0
4474,2014,2014Q4,0,3488,0,1,0,4,0
4475,2014,2014Q3,0,3488,0,0,0,3,0
4476,2014,2014Q3,0,3472,2,3,2,3,0
4477,2014,2014Q2,0,3472,0,2,2,2,0
4478,2014,2014Q1,0,3472,1,3,0,4,0
4479,2014,2014Q4,0,3471,0,1,0,2,0
4480,2014,2014Q3,0,3471,0,1,0,5,0
4481,2014,2014Q2,0,3471,0,0,0,2,0
4482,2014,2014Q1,0,3471,0,1,0,2,0
4483,2014,2014Q1,0,2611,0,1,0,3,0
4484,2014,2014Q2,0,3495,0,0,0,1,0
4485,2014,2014Q2,0,2611,0,1,0,2,0
4486,2014,2014Q4,0,2611,0,1,0,1,0
4487,2014,2014Q4,0,3469,12,0,0,2,0
4488,2014,2014Q3,0,3469,6,0,0,0,0
4489,2014,2014Q2,0,3469,5,0,0,0,0
4490,2014,2014Q4,0,3472,0,4,1,5,0
4491,2014,2014Q1,0,3469,1,0,0,3,0
4492,2014,2014Q1,0,2613,0,3,0,2,0
4493,2014,2014Q2,0,2613,0,3,0,2,0
4494,2014,2014Q3,0,2613,0,4,0,3,0
4495,2014,2014Q4,0,2613,0,3,0,3,0
4496,2014,2014Q2,0,2592,0,1,0,2,0
4497,2014,2014Q3,0,2611,0,1,0,3,0
4498,2014,2014Q3,0,3465,0,1,0,1,0
4499,2014,2014Q1,0,3465,0,0,0,2,0
4500,2014,2014Q3,0,2567,1,4,0,2,0
4501,2014,2014Q4,0,3463,1,2,2,0,0
4502,2014,2014Q1,0,2615,0,1,0,1,0
4503,2014,2014Q2,0,2615,0,1,0,1,0
4504,2014,2014Q4,0,3465,0,3,0,3,0
4505,2014,2014Q4,0,2608,0,1,0,3,0
4506,2014,2014Q3,0,2608,0,2,0,3,0
4507,2014,2014Q2,0,2608,0,1,0,4,0
4508,2014,2014Q2,0,3488,0,1,0,1,0
4509,2014,2014Q1,0,3488,0,1,0,2,0
4510,2014,2014Q2,0,2574,0,1,0,3,0
4511,2014,2014Q4,0,3486,2,2,1,3,0
4512,2014,2014Q2,0,2603,0,1,0,2,0
4513,2014,2014Q3,0,2603,0,1,0,5,0
4514,2014,2014Q4,0,2603,0,1,0,1,0
4515,2014,2014Q3,0,3486,3,3,0,1,0
4516,2014,2014Q2,0,3486,2,2,0,2,0
4517,2014,2014Q1,0,3486,0,2,0,2,0
4518,2014,2014Q4,1,3485,0,0,0,3,0
4519,2014,2014Q3,0,3485,0,1,0,3,0
4520,2014,2014Q2,0,3485,0,0,0,4,0
4521,2014,2014Q1,0,3485,0,0,0,5,0
4522,2014,2014Q4,0,3484,1,4,0,4,0
4523,2014,2014Q1,0,2603,0,0,0,3,0
4524,2014,2014Q1,0,3464,0,2,0,4,0
4525,2014,2014Q2,0,3464,0,3,0,2,0
4526,2014,2014Q3,0,3484,0,4,0,4,0
4527,2014,2014Q2,0,3484,1,4,1,1,0
4528,2014,2014Q3,0,3479,0,2,0,2,0
4529,2014,2014Q4,0,3479,0,1,0,4,0
4530,2014,2014Q4,0,2607,6,0,0,2,0
4531,2014,2014Q3,0,3514,0,1,0,3,0
4532,2014,2014Q3,0,2607,0,0,0,2,0
4533,2014,2014Q1,0,2607,0,0,0,4,0
4534,2014,2014Q4,1,2605,2,2,0,1,0
4535,2014,2014Q3,0,2605,0,1,3,2,0
4536,2014,2014Q2,0,2605,0,2,1,2,0
4537,2014,2014Q1,0,2605,0,1,0,1,0
4538,2014,2014Q1,0,3484,0,3,1,2,0
4539,2014,2014Q3,0,3464,0,2,1,2,0
4540,2014,2014Q2,0,2607,0,0,0,2,0
4541,2014,2014Q1,0,3515,0,0,0,2,0
4542,2014,2014Q2,0,3515,0,1,0,1,0
4543,2014,2014Q4,0,2568,1,2,0,2,0
4544,2014,2014Q4,0,3559,2,6,0,2,0
4545,2014,2014Q3,0,3559,0,3,0,3,0
4546,2014,2014Q2,0,3559,0,3,0,3,0
4547,2014,2014Q1,0,3559,0,3,0,1,0
4548,2014,2014Q4,0,3558,0,0,0,3,0
4549,2014,2014Q1,0,2574,0,1,0,2,0
4550,2014,2014Q1,0,3479,0,1,0,1,0
4551,2014,2014Q1,0,2608,0,1,0,2,0
4552,2014,2014Q4,0,3514,0,1,0,1,0
4553,2014,2014Q1,0,2592,0,1,0,1,0
4554,2014,2014Q3,0,2574,0,1,0,2,0
4555,2014,2014Q3,0,3580,0,10,0,4,0
4556,2014,2014Q4,0,3556,4,1,0,5,0
4557,2014,2014Q3,0,2568,0,1,0,1,0
4558,2014,2014Q3,0,3556,2,1,0,1,0
4559,2014,2014Q1,0,3556,2,1,0,2,0
4560,2014,2014Q4,0,3552,0,1,0,4,0
4561,2014,2014Q1,0,2576,10,0,0,1,0
4562,2014,2014Q2,0,2576,14,0,0,1,0
4563,2014,2014Q3,0,2576,14,0,0,1,0
4564,2014,2014Q4,0,2576,11,0,0,7,0
4565,2014,2014Q4,0,2574,0,1,0,4,0
4566,2014,2014Q3,0,3552,0,2,0,2,0
4567,2014,2014Q1,0,3552,0,2,1,2,0
4568,2014,2014Q4,0,3551,4,1,0,2,0
4569,2014,2014Q3,0,3551,2,2,0,4,0
4570,2014,2014Q2,0,3551,0,2,0,2,0
4571,2014,2014Q1,0,3551,1,2,0,2,0
4572,2014,2014Q4,0,3546,0,1,0,10,0
4573,2014,2014Q2,0,3556,3,2,0,1,0
4574,2014,2014Q2,0,2568,0,0,0,3,0
4575,2014,2014Q1,0,2568,0,1,0,4,0
4576,2014,2014Q1,0,3565,5,0,0,5,0
4577,2014,2014Q1,0,2563,0,1,0,6,0
4578,2014,2014Q2,0,3552,0,1,3,2,0
4579,2014,2014Q1,0,3558,0,0,0,2,0
4580,2014,2014Q2,0,3558,0,0,0,3,0
4581,2014,2014Q2,0,2563,0,1,0,2,0
4582,2014,2014Q3,0,2563,1,2,0,2,0
4583,2014,2014Q2,0,3580,2,7,0,3,0
4584,2014,2014Q1,0,3580,4,6,0,4,0
4585,2014,2014Q4,0,3579,0,4,0,2,0
4586,2014,2014Q3,0,3579,0,3,0,5,0
4587,2014,2014Q2,0,3579,1,4,0,3,0
4588,2014,2014Q1,0,3579,0,2,0,6,0
4589,2014,2014Q4,0,3575,0,1,0,2,0
4590,2014,2014Q3,0,3575,0,1,0,2,0
4591,2014,2014Q2,0,3575,0,1,0,3,0
4592,2014,2014Q1,0,3575,0,1,0,3,0
4593,2014,2014Q4,0,3567,0,2,0,5,0
4594,2014,2014Q3,0,3558,0,0,0,2,0
4595,2014,2014Q2,0,3565,0,0,0,1,0
4596,2014,2014Q4,0,3565,0,0,0,0,0
4597,2014,2014Q1,0,3566,1,1,0,0,0
4598,2014,2014Q2,0,3566,1,1,0,0,0
4599,2014,2014Q3,0,3566,3,0,0,4,0
4600,2014,2014Q1,0,2578,0,1,0,0,0
4601,2014,2014Q4,0,3566,0,0,0,5,0
4602,2014,2014Q2,0,3567,0,3,0,3,0
4603,2014,2014Q3,0,3567,0,3,0,1,0
4604,2014,2014Q4,0,2567,1,4,0,7,0
4605,2014,2014Q4,0,3580,0,9,0,1,0
4606,2014,2014Q4,0,2563,0,2,1,3,0
4607,2014,2014Q3,0,3565,0,0,0,0,0
4608,2014,2014Q2,0,2567,5,6,0,0,0
4609,2014,2014Q4,0,3464,0,3,0,1,0
4610,2014,2014Q1,0,3567,0,2,0,0,0
4611,2014,2014Q2,0,2578,1,1,0,5,0
4612,2014,2014Q4,0,2578,0,1,0,3,0
4613,2014,2014Q4,0,3527,0,1,0,5,0
4614,2014,2014Q3,0,3527,0,1,0,2,0
4615,2014,2014Q2,0,3527,0,3,0,3,0
4616,2014,2014Q1,0,3527,0,3,0,2,0
4617,2014,2014Q1,0,2583,0,0,0,4,0
4618,2014,2014Q2,0,2583,0,0,0,4,0
4619,2014,2014Q3,0,2583,0,1,0,2,0
4620,2014,2014Q4,0,2583,0,1,0,2,0
4621,2014,2014Q4,0,3536,0,1,0,1,0
4622,2014,2014Q4,0,3526,0,3,0,0,0
4623,2014,2014Q2,0,3526,0,2,0,4,0
4624,2014,2014Q1,0,3526,0,3,2,2,0
4625,2014,2014Q1,0,2585,0,1,0,1,0
4626,2014,2014Q2,0,2585,0,3,0,2,0
4627,2014,2014Q1,0,3531,0,0,0,2,0
4628,2014,2014Q3,0,2585,0,2,0,2,0
4629,2014,2014Q1,0,2586,0,0,0,2,0
4630,2014,2014Q2,0,2586,0,0,0,2,0
4631,2014,2014Q3,0,2586,1,0,0,3,0
4632,2014,2014Q4,0,2586,0,0,0,2,0
4633,2014,2014Q4,0,3517,1,1,0,2,0
4634,2014,2014Q3,0,2615,0,1,0,4,0
4635,2014,2014Q3,0,3517,2,1,0,1,0
4636,2014,2014Q2,0,3517,1,0,0,0,0
4637,2014,2014Q1,0,3517,2,0,0,1,0
4638,2014,2014Q3,0,3516,0,0,0,6,0
4639,2014,2014Q1,0,3516,0,0,0,2,0
4640,2014,2014Q4,0,3515,0,1,0,2,0
4641,2014,2014Q3,0,3515,0,1,0,1,0
4642,2014,2014Q4,1,2585,0,3,0,5,0
4643,2014,2014Q2,0,3531,0,0,1,2,0
4644,2014,2014Q3,0,3531,0,1,0,2,0
4645,2014,2014Q4,0,3531,0,0,0,3,0
4646,2014,2014Q3,0,3546,1,1,0,2,0
4647,2014,2014Q2,0,3546,0,1,0,3,0
4648,2014,2014Q1,0,3546,2,1,0,2,0
4649,2014,2014Q3,0,3526,0,2,0,1,0
4650,2014,2014Q4,0,3541,0,2,0,4,0
4651,2014,2014Q2,0,3541,0,1,0,5,0
4652,2014,2014Q1,0,3541,0,1,0,3,0
4653,2014,2014Q4,0,3538,0,1,2,2,0
4654,2014,2014Q1,0,2580,0,1,0,1,0
4655,2014,2014Q2,0,2580,0,1,0,2,0
4656,2014,2014Q3,0,2580,0,1,0,2,0
4657,2014,2014Q4,0,2580,0,0,0,1,0
4658,2014,2014Q3,0,3538,0,1,0,5,0
4659,2014,2014Q2,0,3538,0,2,0,1,0
4660,2014,2014Q1,0,3538,0,2,0,3,0
4661,2014,2014Q4,0,3516,0,0,0,2,0
4662,2014,2014Q3,0,3541,0,1,0,5,0
4663,2014,2014Q3,0,3412,0,3,0,3,0
4664,2014,2014Q3,0,3536,0,1,0,2,0
4665,2014,2014Q3,0,3377,0,4,0,3,0
4666,2014,2014Q3,0,2582,0,0,0,1,0
4667,2014,2014Q2,0,2582,0,1,0,4,0
4668,2014,2014Q1,0,2582,0,0,0,1,0
4669,2014,2014Q1,0,3533,0,1,0,2,0
4670,2014,2014Q2,0,3533,0,0,0,1,0
4671,2014,2014Q3,0,2578,0,1,0,0,0
4672,2014,2014Q3,0,3533,5,1,0,2,0
4673,2014,2014Q1,0,3534,1,1,0,4,0
4674,2014,2014Q2,0,3534,0,1,3,3,0
4675,2014,2014Q3,0,3534,0,1,0,3,0
4676,2014,2014Q2,0,3390,0,0,0,2,0
4677,2014,2014Q1,0,3536,0,1,0,2,0
4678,2014,2014Q2,0,3536,0,1,0,0,0
4679,2014,2014Q4,0,3534,0,1,0,4,0
4680,2014,2014Q4,0,2615,0,2,0,5,0
4681,2014,2014Q4,0,3390,0,1,0,5,0
4682,2014,2014Q1,0,3393,2,1,0,1,0
4683,2014,2014Q4,0,3533,4,2,0,4,0
4684,2014,2014Q3,0,3393,4,0,1,2,0
4685,2014,2014Q2,0,3393,2,0,0,0,0
4686,2014,2014Q2,0,3463,1,5,0,3,0
4687,2014,2014Q3,0,3463,3,3,0,1,0
4688,2014,2014Q4,0,2644,0,2,2,3,0
4689,2014,2014Q3,0,3390,0,1,0,1,0
4690,2014,2014Q2,0,2647,0,3,0,2,0
4691,2014,2014Q1,0,3390,0,1,0,2,0
4692,2014,2014Q2,0,3375,0,2,0,1,0
4693,2014,2014Q1,0,2647,0,2,0,2,0
4694,2014,2014Q2,0,2644,0,2,0,2,0
4695,2014,2014Q3,0,2647,0,2,0,4,0
4696,2014,2014Q4,0,2647,0,2,0,3,0
4697,2014,2014Q3,0,3384,3,3,0,3,0
4698,2014,2014Q3,0,2644,0,2,0,2,0
4699,2014,2014Q2,0,3384,1,3,0,2,0
4700,2014,2014Q4,0,3377,0,5,0,6,0
4701,2014,2014Q2,0,3377,0,4,0,1,0
4702,2014,2014Q1,0,3377,0,4,0,1,0
4703,2014,2014Q4,0,3375,0,2,0,4,0
4704,2014,2014Q2,0,3516,0,0,0,2,0
4705,2014,2014Q4,0,3384,0,7,0,2,0
4706,2014,2014Q1,0,3375,0,1,0,1,0
4707,2014,2014Q4,0,3374,1,2,0,7,0
4708,2014,2014Q3,0,3374,0,3,0,2,0
4709,2014,2014Q2,0,3374,0,3,0,1,0
4710,2014,2014Q1,0,3374,0,2,0,1,0
4711,2014,2014Q4,0,3371,0,5,2,4,0
4712,2014,2014Q1,0,2644,0,1,0,2,0
4713,2014,2014Q4,0,2582,0,0,0,3,0
4714,2014,2014Q1,0,2650,0,1,0,2,0
4715,2014,2014Q1,0,3384,2,4,0,3,0
4716,2014,2014Q4,0,3393,1,0,0,2,0
4717,2014,2014Q3,0,3375,0,1,0,1,0
4718,2014,2014Q2,0,3479,0,1,0,1,0
4719,2014,2014Q1,0,3357,0,2,0,1,0
4720,2014,2014Q4,0,3368,2,2,0,4,0
4721,2014,2014Q2,0,2635,1,0,0,2,0
4722,2014,2014Q3,0,2635,2,1,0,4,0
4723,2014,2014Q4,0,2635,1,1,0,3,0
4724,2014,2014Q1,0,2638,0,2,0,3,0
4725,2014,2014Q2,0,2638,0,1,2,2,0
4726,2014,2014Q3,0,2638,0,1,0,7,0
4727,2014,2014Q4,0,2638,0,1,0,3,0
4728,2014,2014Q4,0,3409,0,3,0,3,0
4729,2014,2014Q3,0,3409,0,3,0,1,0
4730,2014,2014Q2,0,3409,2,5,0,1,0
4731,2014,2014Q3,0,3355,0,0,0,3,0
