,yyyy,PerNo,PerStatus,sex,Job classification,Job level,Factory code,Layers of management,Work experience1,Work experience2,Work experience3,Work experience4,Work experience5,Project Hours,Project Numbers,Current project position,Percentage of Special project,Working place,Training hours A,Training hours B,Training hours C,Total production,Number of Honors,Promotion or Not Promotion,Promotion speed,Number of leave in recent three months A,Number of leave in the past year A,Number of leave in recent three months B,Number of leave in the past year B,Business Trip A,Business Trip B,Business Trip Concentration,Annual performance level A,Annual performance level B,Annual performance level C,Age level,Marital Status,Job tenure level A,Job tenure level B,Job tenure level C,Average number of years of work before employment,highest education level,Graduated School category,Graduated Department category,Family numbers,Commuting cost,Affiliated department,Work Overtime
491,2018,1180,,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,2.0,10.0,1.0,6.0,1.0,8.0,3.0,2.0,,3.0,2.0,8.0,13085.0,4
492,2018,1182,,1.0,1.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,5.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,4.0,12.0,1.0,6.0,6.0,0.0,1.0,2.0,4.0,3.0,1.0,8.0,16121.0,0
493,2018,1184,,1.0,1.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,12.0,1.0,5.0,2.0,5.0,3.0,,4.0,6.0,0.0,16.0,20071.0,0
494,2018,1186,,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,6.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,8.0,4010.0,0
495,2018,1188,,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,,4.0,3.0,1.0,8.0,20037.0,1
496,2018,1189,,0.0,2.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,10.0,4.0,5.0,7.0,1.0,4.0,3.0,2.0,1.0,,3.0,6.0,2.0,8.0,20134.0,0
497,2018,1192,,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,6.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,4.0,0.0,2.0,10.0,2.0,5.0,9.0,2.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,0.0,9.0,8157.0,2
498,2018,1198,,1.0,1.0,2.0,20.0,4.0,0.0,1.0,1.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,5.0,11.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,4.0,10.0,1.0,5.0,3.0,5.0,1.0,,4.0,6.0,0.0,8.0,20069.0,0
499,2018,1200,,1.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,3.0,6.0,0.0,0.0,2.0,7.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,,,5.0,1.0,8.0,20123.0,9
500,2018,1201,,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,6.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,5.0,8.0,1.0,4.0,3.0,3.0,3.0,2.0,,6.0,1.0,8.0,20017.0,0
501,2018,1203,,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,8.0,1.0,5.0,5.0,0.0,0.0,,3.0,3.0,2.0,8.0,8181.0,0
502,2018,1216,,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,0.0,3.0,2.0,7.0,5.0,8.0,1.0,3.0,2.0,2.0,2.0,,4.0,8.0,2.0,8.0,13168.0,0
503,2018,1219,,0.0,2.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,2.0,8.0,2.0,4.0,2.0,4.0,1.0,,3.0,9.0,1.0,8.0,20071.0,4
504,2018,1222,,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,8.0,2029.0,0
505,2018,1224,,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,15.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,3.0,1.0,4.0,1.0,7.0,2.0,12.0,1.0,6.0,5.0,1.0,1.0,2.0,,7.0,2.0,8.0,14057.0,3
506,2018,1227,,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,8.0,5.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,,8.0,1.0,8.0,8012.0,2
507,2018,1228,,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,5.0,10.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,0.0,15.0,14057.0,3
508,2018,1229,,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,15.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,12.0,1.0,7.0,7.0,0.0,1.0,3.0,3.0,3.0,2.0,8.0,13147.0,25
509,2018,1230,,1.0,2.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,5.0,8.0,1.0,4.0,4.0,0.0,0.0,2.0,4.0,3.0,2.0,8.0,12030.0,3
510,2018,1232,,1.0,1.0,4.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,10.0,1.0,5.0,5.0,1.0,1.0,,,6.0,2.0,8.0,20127.0,1
511,2018,1233,,1.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,,4.0,5.0,0.0,9.0,18111.0,0
512,2018,1235,,1.0,1.0,3.0,20.0,6.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,31.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,9.0,5.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,8.0,20130.0,0
513,2018,1236,,1.0,1.0,2.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,14.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,3.0,3.0,8.0,5.0,10.0,1.0,6.0,1.0,7.0,2.0,2.0,4.0,6.0,0.0,8.0,20019.0,1
514,2018,1237,,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,8.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,,8.0,0.0,9.0,8162.0,1
515,2018,1239,,0.0,2.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,2.0,8.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,8.0,19036.0,0
516,2018,1240,,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,10.0,1.0,6.0,6.0,0.0,1.0,2.0,,6.0,0.0,9.0,5103.0,0
517,2018,1242,,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,4.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,7.0,0.0,0.0,2.0,0.0,1.0,10.0,10.0,5.0,6.0,1.0,2.0,1.0,3.0,1.0,2.0,,3.0,2.0,8.0,13034.0,4
518,2018,1243,,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,,5.0,0.0,8.0,20208.0,6
519,2018,1244,,1.0,1.0,7.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,11.0,1.0,1.0,2.0,0.0,4.0,10.0,4.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,3.0,2.0,8.0,14057.0,0
520,2018,1245,,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,4.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,0.0,8.0,14067.0,0
521,2018,1250,,0.0,2.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,8.0,1.0,4.0,4.0,1.0,1.0,2.0,,2.0,3.0,8.0,12113.0,10
522,2018,1251,,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,15.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,10.0,2.0,8.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,7.0,0.0,10.0,14077.0,1
523,2018,1254,,1.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,15.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,3.0,2.0,11.0,0.0,0.0,3.0,0.0,7.0,1.0,8.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,,3.0,1.0,9.0,11182.0,20
524,2018,1259,,0.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0,1.0,1.0,6.0,0.0,0.0,2.0,7.0,4.0,0.0,3.0,2.0,5.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,4.0,8.0,1.0,4.0,4.0,0.0,0.0,2.0,3.0,3.0,1.0,9.0,13034.0,2
525,2018,1261,,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,6.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,12.0,1.0,6.0,5.0,1.0,1.0,2.0,,8.0,2.0,8.0,13034.0,3
526,2018,1262,,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,13.0,1.0,6.0,5.0,2.0,1.0,,4.0,8.0,1.0,9.0,2177.0,0
527,2018,1264,,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,5.0,1.0,8.0,20054.0,1
528,2018,1265,,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,5.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,8.0,1.0,6.0,8126.0,2
529,2018,1268,,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,8.0,1.0,4.0,3.0,2.0,1.0,2.0,,2.0,2.0,8.0,2098.0,6
530,2018,1269,,1.0,2.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,3.0,1.0,4.0,3.0,1.0,4.0,11.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,3.0,2.0,8.0,13049.0,0
531,2018,1271,,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,3.0,6.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,7.0,2.0,4.0,1.0,5.0,2.0,2.0,3.0,6.0,1.0,9.0,19035.0,4
532,2018,1273,,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,5.0,5.0,7.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,9.0,2.0,8.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,9.0,0.0,11.0,16086.0,5
533,2018,1275,,0.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,5.0,1.0,0.0,2.0,28.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,2.0,7.0,1.0,4.0,4.0,0.0,0.0,2.0,3.0,7.0,0.0,8.0,16178.0,2
534,2018,1280,,0.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,4.0,1.0,0.0,12.0,16070.0,0
535,2018,1286,,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,1.0,1.0,1.0,6.0,8.0,5.0,9.0,2.0,3.0,3.0,1.0,1.0,,,7.0,0.0,8.0,8194.0,0
536,2018,1289,,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,,4.0,6.0,1.0,8.0,4045.0,0
537,2018,1292,,0.0,1.0,4.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,4.0,11.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,8.0,1.0,8.0,13168.0,1
538,2018,1293,,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,0.0,7.0,1.0,4.0,5.0,7.0,2.0,2.0,1.0,1.0,2.0,,3.0,9.0,0.0,8.0,14195.0,6
539,2018,1294,,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,3.0,0.0,2.0,1.0,5.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,8.0,1.0,8.0,14067.0,4
540,2018,1301,,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,10.0,1.0,6.0,6.0,0.0,0.0,,3.0,9.0,2.0,8.0,20192.0,0
541,2018,1303,,0.0,1.0,4.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,1.0,3.0,8.0,19135.0,0
542,2018,1306,,0.0,1.0,4.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,2.0,3.0,3.0,1.0,1.0,,4.0,8.0,0.0,10.0,14067.0,0
543,2018,1308,,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,5.0,0.0,0.0,3.0,0.0,2.0,10.0,1.0,4.0,7.0,1.0,4.0,3.0,1.0,0.0,2.0,4.0,2.0,3.0,8.0,2169.0,0
544,2018,1311,,0.0,2.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,2.0,,9.0,1.0,8.0,19036.0,20
545,2018,1316,,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,2.0,6.0,3.0,0.0,1.0,10.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,2.0,0.0,6.0,2.0,4.0,5.0,8.0,1.0,3.0,2.0,3.0,2.0,,4.0,6.0,2.0,9.0,8074.0,2
546,2018,1318,,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,7.0,5.0,10.0,5.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,7.0,1.0,2.0,2.0,0.0,0.0,,4.0,6.0,1.0,11.0,16086.0,11
547,2018,1319,,1.0,1.0,3.0,20.0,4.0,0.0,0.0,1.0,0.0,1.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,8.0,2.0,4.0,4.0,0.0,0.0,,4.0,5.0,0.0,8.0,20019.0,1
548,2018,1320,,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,9.0,2.0,12.0,1.0,6.0,6.0,0.0,0.0,,4.0,8.0,2.0,9.0,8012.0,0
549,2018,1323,,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,13.0,1.0,8.0,7.0,1.0,1.0,3.0,3.0,6.0,1.0,8.0,20069.0,0
550,2018,1324,,0.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,8.0,0.0,8.0,19043.0,4
551,2018,1325,,0.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,2.0,12.0,1.0,7.0,7.0,0.0,0.0,,4.0,8.0,1.0,8.0,8157.0,0
552,2018,1326,,1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,1.0,1.0,23.0,3.0,5.0,1.0,6.0,5.0,0.0,1.0,4.0,1.0,0.0,5.0,4.0,4.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,5.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,,3.0,3.0,6.0,14048.0,6
553,2018,1328,,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,2.0,1.0,6.0,5.0,2.0,1.0,11.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,6.0,10.0,5.0,7.0,1.0,3.0,2.0,1.0,1.0,,4.0,8.0,3.0,6.0,8038.0,0
554,2018,1329,,0.0,2.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,2.0,6.0,2.0,3.0,2.0,3.0,2.0,,3.0,9.0,1.0,10.0,20069.0,1
555,2018,1331,,0.0,1.0,3.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,21.0,4.0,5.0,1.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,7.0,2.0,2.0,2.0,0.0,1.0,,3.0,9.0,1.0,6.0,4125.0,3
556,2018,1332,,0.0,2.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,4.0,7.0,1.0,4.0,2.0,4.0,2.0,2.0,,8.0,1.0,9.0,8107.0,0
557,2018,1334,,1.0,1.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,1.0,0.0,2.0,6.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,,4.0,8.0,1.0,11.0,8181.0,7
558,2018,1342,,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,7.0,10.0,10.0,5.0,7.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,9.0,0.0,8.0,14195.0,1
559,2018,1344,,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,7.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,2.0,12.0,1.0,8.0,7.0,1.0,1.0,3.0,3.0,6.0,1.0,8.0,13049.0,0
560,2018,1351,,0.0,2.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,5.0,7.0,1.0,4.0,1.0,5.0,2.0,,,9.0,1.0,8.0,19166.0,0
561,2018,1353,,1.0,1.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,10.0,0.0,0.0,2.0,0.0,3.0,2.0,8.0,4.0,10.0,1.0,5.0,2.0,5.0,3.0,2.0,,3.0,3.0,9.0,11182.0,0
562,2018,1357,,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,9.0,1.0,10.0,14195.0,0
563,2018,1359,,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,2.0,1.0,3.0,2.0,7.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,,4.0,3.0,1.0,9.0,13085.0,18
